geonum,ntvam_nh_index,pop
1080219749004.0,12.93332531280077,880.0
1080590098312.0,8.538129238758199,1376.0
1080310040034.0,3.118399410531731,883.0
1080310006002.0,3.6596845820036137,1254.0
1080010085481.0,3.265965386727446,1630.0
1080010085054.0,3.382954213416803,1031.0
1080010080003.0,13.859886900827565,1245.0
1080050067111.0,8.422613372586763,850.0
1080050066041.0,5.039170393855328,1785.0
1080710008003.0,5.830256127191964,1102.0
1080130132102.0,10.529637048509159,1970.0
1081010031061.0,3.812151952448748,1252.0
1080679709002.0,26.465952284853834,1519.0
1080679710001.0,25.542735846647766,1847.0
1080539731001.0,3.972466735800369,878.0
1080350142021.0,6.556063522617902,1176.0
1080310001021.0,3.1189040059056037,824.0
1080310011013.0,3.721009026350701,592.0
1081070003001.0,4.460574060248442,1070.0
1080679708002.0,8.858360077383386,2093.0
1080519636005.0,11.208055791142156,606.0
1080310002024.0,4.689105036044592,1057.0
1080679706001.0,3.0570700644721067,1261.0
1080590117022.0,7.156716515918177,1539.0
1080839411001.0,154.36991988993415,943.0
1080050056342.0,3.1649961833327804,1102.0
1080050073022.0,18.107669371976822,1399.0
1080130132083.0,4.734093598318393,2598.0
1080399612044.0,3.9423025147019546,1816.0
1080410051094.0,4.435700970693153,1614.0
1081010009052.0,4.756606548079783,1042.0
1080590116022.0,3.1334812853479592,2109.0
1080590117024.0,8.94127152388843,2012.0
1080590107012.0,3.383774721351175,1519.0
1080599804001.0,24.30030562450399,1254.0
1080590118032.0,4.454571377670403,1772.0
1080899682002.0,3.5512010747513636,672.0
1080899685001.0,5.292101726365442,1110.0
1080770002002.0,6.156303551726567,984.0
1080310014031.0,5.569609382682205,1615.0
1080859664003.0,21.536119281001824,895.0
1080859662021.0,5.554705117146003,694.0
1080079744002.0,4.35997017228971,1221.0
1080050868002.0,3.077911163671001,2326.0
1080710001002.0,11.283742795900134,1757.0
1080410040081.0,4.920185515378847,3134.0
1081010015001.0,4.733158055353412,1435.0
1080590117302.0,5.072066147147537,1882.0
1080590120582.0,13.43913906325858,1243.0
1080350141341.0,3.1321253030904517,2696.0
1080690010102.0,6.578801315181895,1730.0
1080690013071.0,6.651649354422794,4664.0
1080299651003.0,4.5810639944139355,1683.0
1080310153002.0,3.708480376430329,1782.0
1080459520011.0,4.410084771971201,1998.0
1080410066001.0,3.573592002082709,976.0
1080410070001.0,4.808288730208706,1718.0
1080410043002.0,3.4525189026135434,2818.0
1080439802001.0,17.455026671035007,2829.0
1080590120381.0,3.210665126948863,2287.0
1080690028013.0,6.65286446053575,745.0
1080310013021.0,7.018844477155637,1700.0
1080759662003.0,4.985406209245816,1031.0
1080279701001.0,6.416334973542499,1173.0
1081230007011.0,12.198315922148058,1234.0
1080050831001.0,6.075595510322027,423.0
1080679706003.0,7.186872554323009,1507.0
1081099776001.0,5.475803055822907,704.0
1080590120372.0,4.166122635649391,705.0
1080590099001.0,3.7578255605588797,977.0
1080590120392.0,3.4312108155757244,1391.0
1080350143001.0,4.454439072838728,783.0
1080859665012.0,3.345928028113196,1207.0
1080010079001.0,3.960513023372196,1854.0
1081230008004.0,5.207653294561737,564.0
1080050056141.0,3.087201969253449,1546.0
1080130132103.0,4.175005626343738,1407.0
1080410004003.0,19.845381473870408,703.0
1080410011012.0,4.788776833912206,575.0
1080679403001.0,24.36284285592179,3029.0
1080299651001.0,6.083209038530451,1026.0
1080310003024.0,5.006448508180943,660.0
1080310046022.0,13.623244441301967,2668.0
1080310009042.0,3.100092763409189,1658.0
1080140305002.0,5.285508576374123,1806.0
1081230020061.0,13.223246765958143,236.0
1081230020203.0,3.202263909870061,2293.0
1080459521001.0,6.8236579521125105,1372.0
1080739618001.0,3.9057399709213034,752.0
1081059768002.0,5.856461584560766,909.0
1080130137011.0,3.4625437287119696,3340.0
1080130137014.0,9.679133782483158,1100.0
1080410053001.0,3.25863512366807,845.0
1080410042002.0,3.706509876761662,941.0
1080590102122.0,3.1991413703728853,1205.0
1080690011071.0,4.955645948170683,1741.0
1080690011103.0,7.479370962915729,1129.0
1080310024033.0,3.6861401331988204,1743.0
1080310011014.0,11.18901507860122,1050.0
1080010083081.0,10.465642687481788,1526.0
1081059770003.0,27.15865818664643,1291.0
1080050866002.0,4.35825685264248,3159.0
1080050811004.0,12.898025020251746,2021.0
1080410022003.0,3.7610829349612547,1269.0
1081010028022.0,16.377972814867025,1076.0
1080679403003.0,17.475339132329708,1166.0
1080839696001.0,3.8761350117481044,1847.0
1080690010035.0,3.22052243216318,1026.0
1080310119022.0,24.43772678055823,1600.0
1080310009034.0,3.574537146753982,1592.0
1080010093192.0,4.5892444658325315,640.0
1081230010055.0,7.014648276790656,1544.0
1080710002002.0,10.498791498958305,577.0
1080130129072.0,3.807020684553234,1543.0
1081190101051.0,5.433354970118853,946.0
1080679707033.0,42.1574431188484,1241.0
1080590098321.0,8.790343877340918,1608.0
1080590117321.0,3.32038359285041,1548.0
1080350141301.0,4.636467748455692,2138.0
1080930001001.0,9.318262874786866,3152.0
1080770007002.0,6.685928039679343,1565.0
1080810005005.0,14.724848553473363,561.0
1080310044054.0,3.0328563560759756,4479.0
1080370002001.0,3.4213276261713212,2951.0
1081230022081.0,3.530188050640409,1092.0
1080050072013.0,3.0875650840463513,654.0
1081099777003.0,10.347637594995753,1366.0
1080839694003.0,4.917047641963427,560.0
1080899683001.0,9.401147692810577,742.0
1080990003003.0,10.454560257172936,597.0
1080310046012.0,3.4213722182550774,1395.0
1080310044042.0,4.749801123529296,2744.0
1080010091032.0,5.217470506398933,1724.0
1080010093071.0,4.535881158090293,2064.0
1081230013004.0,3.019582291755948,1763.0
1081230012011.0,4.468592469165075,1027.0
1080919676001.0,3.451058745094601,1383.0
1080050810002.0,22.178226316513133,1225.0
1080710002001.0,3.4965672120628812,420.0
1080399612041.0,3.2985793904019864,2393.0
1080410080003.0,4.3553462417391335,1138.0
1080590098241.0,11.452059584462832,2725.0
1080839693007.0,23.218311921998577,506.0
1080690002012.0,4.957285347707808,1222.0
1080690023001.0,4.679491807840892,1373.0
1080690011123.0,10.731069148961641,1608.0
1080299648001.0,3.7735021000799533,1654.0
1080310035001.0,3.8646269185958158,855.0
1080310069013.0,6.798880690122268,999.0
1080310008001.0,3.264578826584017,1462.0
1080310045042.0,12.443721436639185,1844.0
1080010096072.0,4.323412991363556,1571.0
1081070002002.0,8.860970810939722,1243.0
1081010019002.0,4.109771163432118,670.0
1081010024001.0,11.137078620012002,956.0
1080590102093.0,5.101885883982718,1871.0
1080590120501.0,3.2897809790914203,279.0
1080839694001.0,24.3304039649915,1177.0
1080690005042.0,3.1767328811696136,1618.0
1080770017023.0,3.9093563968203044,1080.0
1080859664004.0,3.1151235162014763,1650.0
1081230008003.0,3.025875471977493,364.0
1080459520012.0,6.373950646989627,3024.0
1080710001001.0,3.3215279607955597,829.0
1080130137024.0,3.6196857758679126,710.0
1080130136013.0,18.467784570754656,497.0
1081010018002.0,9.442318416841518,661.0
1080679403002.0,52.13346428269151,2081.0
1080839696002.0,33.50554587886583,1808.0
1080839690001.0,4.486967989599024,1391.0
1080299650002.0,3.392826647891755,1028.0
1080770015014.0,9.087228305519885,4727.0
1080310013023.0,6.208977806714601,1360.0
1080310004012.0,4.725558657886963,1010.0
1080759660001.0,3.448939006731823,2129.0
1080010085063.0,4.052719648703088,3986.0
1080050056352.0,4.019776174451852,959.0
1080050056194.0,4.799209898909837,1071.0
1080410080001.0,3.223092681510477,1253.0
1081010035001.0,4.2614412897016365,1120.0
1081190101031.0,5.646597533352452,1658.0
1080679708003.0,7.872388167509995,1026.0
1080590100001.0,3.784304324647305,2959.0
1080310004024.0,23.953100445222912,866.0
1080310005023.0,4.023972182984683,958.0
1080310027031.0,7.64360394577883,1489.0
1080010096041.0,7.505680379091047,2299.0
1080010085471.0,3.372119928969943,1742.0
1080710001003.0,11.900081688113167,833.0
1080470138001.0,7.072741033156967,1713.0
1080410045012.0,8.849617992745468,1535.0
1080439803001.0,3.5931725247814033,5773.0
1080590604002.0,4.249300431326418,648.0
1080690016033.0,3.9969437443034983,3169.0
1080690018043.0,4.944640501907104,594.0
1080770003001.0,4.256690519033072,345.0
1080310041013.0,4.7754885180359326,961.0
1080310042015.0,4.854008569630562,832.0
1080310043062.0,3.9690762947740814,925.0
1080050072021.0,4.942263270896572,1560.0
1080050820001.0,3.7132890906113847,1928.0
1080130133071.0,7.0535080311433855,2056.0
