geonum,non_white_nh_index,pop
1080050077041.0,5.571262548169311,1893.0
1080050826004.0,7.530537428298338,2165.0
1080050871001.0,5.66947324134729,1166.0
1080050811004.0,7.298206515324992,2021.0
1080050872001.0,3.7018972673918364,1335.0
1080310041022.0,5.20875484073582,1208.0
1080310119022.0,4.251039856557613,1600.0
1080310013015.0,2.588385830951371,871.0
1080310070061.0,4.162210080385506,2745.0
1080310052004.0,4.05037689204267,978.0
1080050802001.0,3.278350558637329,1422.0
1080050820002.0,3.2441547721188173,1064.0
1080410063021.0,3.730852717700052,4189.0
1080410049021.0,2.7914961335184456,1597.0
1080679707033.0,2.925142184160822,1241.0
1080310023003.0,2.8139629556726455,2141.0
1080310070373.0,5.9242781730617375,559.0
1080310083903.0,3.8919216331363917,3564.0
1080310051042.0,2.9123818063694795,1780.0
1080310083882.0,5.601724383683663,2699.0
1080010085455.0,2.781323648494493,1209.0
1080010083532.0,4.713664807262165,2967.0
1080050072013.0,3.953595120233632,654.0
1080050824003.0,3.395067106869996,559.0
1080350141104.0,3.603631141792955,972.0
1080899683001.0,3.0383882193512726,742.0
1080310041042.0,4.774505260231257,819.0
1080310068132.0,5.443843559575087,2190.0
1080310083912.0,3.8978795913595157,3088.0
1080310044042.0,8.053585515693712,2744.0
1080310031021.0,2.9527140985282703,1540.0
1080050077043.0,4.723939048513572,1607.0
1080050810002.0,4.762152422052157,1225.0
1080050813002.0,4.050652561901376,1937.0
1080050810003.0,6.109308612376549,1793.0
1080050073023.0,4.197595131842836,1323.0
1080050831004.0,4.115733057819568,1535.0
1080350141161.0,3.2922418745637576,1888.0
1080310036032.0,4.0512716514258065,2358.0
1080310008001.0,5.192455575212935,1462.0
1080310083872.0,3.164135906849584,4106.0
1080010080001.0,4.90244673997429,278.0
1080010093212.0,3.55536965155697,1107.0
1080050860001.0,3.3046509958671355,2540.0
1080050829003.0,3.0798962551347597,732.0
1080050801002.0,2.750479287113325,1079.0
1080050076004.0,2.547439614416547,1165.0
1080050804002.0,4.38659578463784,2140.0
1080410033034.0,2.7655346211229945,1133.0
1080310036022.0,2.597955414135855,706.0
1080310048012.0,4.083371975944943,1569.0
1080310070371.0,3.3351284076578893,2639.0
1080050834002.0,3.3384969581708015,2602.0
1080050832002.0,3.9538974059680334,2255.0
1080050068583.0,4.864100727178633,1435.0
1080050827002.0,2.5306485811765134,2124.0
1080130125113.0,2.769149668240287,2861.0
1080679403002.0,3.966220255026243,2081.0
1080310050023.0,3.2888170076712533,2285.0
1080310083061.0,3.524759214915977,954.0
1080010093274.0,2.5139206721215928,684.0
1080010087062.0,2.5412975056415825,3318.0
1080050851002.0,4.2325266792146365,1929.0
1080050836002.0,2.7059469682024653,1125.0
1080050837002.0,4.317850304161043,2767.0
1080050807002.0,3.6848285554098674,1635.0
1080050821001.0,5.978057231320338,2071.0
1080050824002.0,2.8471383925832,1615.0
1080410052022.0,2.762418121448639,2287.0
1080310041046.0,7.606312629618312,566.0
1080310041041.0,4.885279766887429,790.0
1080310036014.0,5.526772726679578,348.0
1080310017014.0,3.0379750325098867,1371.0
1080310157003.0,2.609389140780398,1357.0
1080310027031.0,4.063243172759771,1489.0
1080310070882.0,3.1076095819845837,955.0
1080310070372.0,5.374428243707244,1294.0
1080010083093.0,2.9189412248522935,1680.0
1080050851001.0,2.5427525130100768,2174.0
1080050860004.0,2.583347142262669,1277.0
1080050814003.0,4.748903433449532,1156.0
1080050861001.0,4.43350465244485,1221.0
1080410050002.0,2.8576365983238166,1199.0
1080410052011.0,2.5361050666327136,899.0
1080439803001.0,2.5681792059421973,5773.0
1080310041013.0,5.672758350521759,961.0
1080310083881.0,3.215124359350893,6818.0
1080140305001.0,2.9678908129124824,618.0
1080010078011.0,3.23093542191671,1707.0
1080050868004.0,6.691927910178852,1300.0
1080050820001.0,5.892936037498859,1928.0
