geonum,other_nh_index,pop
1080010085411.0,2.858240178670255,5795.0
1080050824003.0,13.381558410497881,559.0
1081139681021.0,6.440531711899293,2074.0
1080130122031.0,6.6732703266340385,1201.0
1081010029132.0,20.01016499125652,1522.0
1080770012002.0,8.85076173109341,1147.0
1080310043033.0,30.26572828169564,459.0
1080310001022.0,10.847289952825284,1724.0
1080010093071.0,3.106433202437008,2064.0
1080050067083.0,6.580129443585781,2030.0
1080410019001.0,4.17789626183535,2302.0
1080690018041.0,5.223667005215304,716.0
1080310029021.0,6.631975039849327,1853.0
1080010093202.0,2.7480863892242158,1361.0
1080050860001.0,3.365710304372695,2540.0
1081010029142.0,4.62603039670273,1155.0
1080690010032.0,33.76488625159542,1171.0
1080899686002.0,26.715325540958272,860.0
1080310036022.0,7.568080889789878,706.0
1080310083064.0,10.499472920027268,3206.0
1080010093081.0,8.470712976401403,820.0
1080010085351.0,4.214002940918085,3677.0
1081230008003.0,32.2932506539056,364.0
1080050832002.0,3.0802592641459645,2255.0
1080050827002.0,4.024907802780906,2124.0
1080130609001.0,2.462241985341776,2604.0
1080410002024.0,3.5667991376446286,1498.0
1080410037062.0,2.328696657323239,2065.0
1080410058001.0,3.60574945951584,1630.0
1080039603002.0,4.055457387621749,2108.0
1080590098392.0,1.7727488746488567,1507.0
1080350141163.0,26.160128567757656,2839.0
1080690016081.0,1.460851704221915,5852.0
1080690011111.0,2.7063282024125597,1382.0
1080010096061.0,22.32376517806102,1460.0
1080010093274.0,11.717248044279941,684.0
1080370007022.0,3.0531800618238023,700.0
1081230014131.0,12.238696255674599,1528.0
1080410080001.0,18.762559039140683,1253.0
1080410039064.0,6.430384703512932,1828.0
1080219748002.0,7.571811305508813,1623.0
1080590117083.0,3.8717863102838073,1242.0
1080590098343.0,15.987123945770302,635.0
1080899686001.0,33.83471308617406,1137.0
1080310041041.0,48.01995223817815,790.0
1080310070372.0,3.3032860019732015,1294.0
1080010083093.0,6.042752205692942,1680.0
1080010094112.0,2.3701809732155623,1578.0
1081230022052.0,5.996923184429445,2762.0
1081230014041.0,1.5668812633993119,2387.0
1080459519023.0,1.9669918403650666,2988.0
1080410050002.0,5.793148157338741,1199.0
1080410045012.0,9.74630768920953,1535.0
1080590117301.0,5.143744989835527,831.0
1080350145051.0,1.8966255455041368,1972.0
1080770003002.0,2.3641881009697583,1130.0
1080010078011.0,2.8170817793629106,1707.0
1080079744001.0,4.974149053397971,1289.0
1080050865002.0,4.502582956341281,2492.0
1080050868004.0,6.987085141481393,1300.0
1080050823002.0,2.2072266602149058,3389.0
1080050824001.0,3.412282134023408,1879.0
1080050056262.0,5.711114723720295,1684.0
