geonum,other_nh_index,pop
1080410033072.0,2.6827105145732153,2390.0
1081010021001.0,13.46991203745795,595.0
1080439784001.0,4.17426961577473,1536.0
1080039600001.0,3.5956023608288383,743.0
1080590603003.0,8.998846498006996,950.0
1080350140071.0,39.177670383951394,2223.0
1080310046013.0,7.3192672714954155,1752.0
1080140305003.0,44.59655619277457,1881.0
1080490002022.0,3.3506920601298362,2073.0
1080130133062.0,4.67797858730141,2627.0
1080130123002.0,2.9835635783294485,2149.0
1080410054003.0,4.6972000951135415,2275.0
1080039600002.0,18.580207613072478,1064.0
1080590120361.0,4.882696574065481,766.0
1080350141232.0,9.101751288402186,1585.0
1080690013012.0,5.969905148817491,716.0
1080310051041.0,25.036726811547688,1878.0
1080150004013.0,10.63958204493671,1607.0
1080010082002.0,19.38527023380192,2205.0
1080010078023.0,12.728975562804056,1721.0
1080050850001.0,5.2485904795595815,2036.0
1080050835005.0,34.65022767958271,771.0
1080050056313.0,2.760625466890944,2129.0
1080130133061.0,4.415756287761697,2299.0
1080130126073.0,13.006487605140345,1027.0
1080410001012.0,14.745036675892672,1993.0
1081010029111.0,2.2736447268900655,2820.0
1080590104023.0,36.08606064356019,918.0
1080690002011.0,2.7061106344245855,1777.0
1080310015002.0,4.735360509475616,1354.0
1080310083041.0,15.837073449936389,2058.0
1080859666014.0,12.191517607976987,1008.0
1080010093061.0,8.532427760878742,1816.0
1080010084022.0,9.50723328859725,1686.0
1080970001005.0,19.976438407342197,2113.0
1080050828002.0,6.632770479134466,725.0
1080410073003.0,3.376344460152704,2532.0
1081010029131.0,4.46051947016596,1677.0
1080590102063.0,2.7919347397474352,1531.0
1080350141403.0,3.600043868517678,1781.0
1081230020191.0,4.0308119005636955,2386.0
1080050870001.0,40.93182572622881,1462.0
1080130127072.0,19.648282129767647,843.0
1080130132133.0,9.676417125071499,1270.0
1080410039022.0,3.960361216723316,10928.0
1080410064002.0,6.548468357747374,2203.0
1080410005001.0,8.209575070204846,781.0
1081010023003.0,4.617463673745873,810.0
1080590117322.0,6.116345994659293,1223.0
1080350145062.0,2.0006127711870327,3739.0
1080350141282.0,6.763373554672979,2291.0
1080690027002.0,4.836812107596549,1657.0
1080310041012.0,4.1612656605854,1284.0
1080310046033.0,2.9083558131680856,1286.0
1080759659001.0,1.4011534374628463,1144.0
1080140303001.0,10.225961929553405,1672.0
1081230019052.0,4.021121436080266,1063.0
1080079743002.0,3.7151527300953346,1582.0
1080050835001.0,17.06630132837629,1221.0
1080050800001.0,7.71347544769478,1801.0
1080710002003.0,4.847538908641622,992.0
1080410071022.0,1.4356984451370587,7071.0
1080410033033.0,23.588480457108943,1948.0
1080310031011.0,15.231086397353632,1754.0
1080310050025.0,21.32487182870283,902.0
1080010096035.0,3.106433202437008,2064.0
1080459521002.0,18.431584849896726,2551.0
1080130130063.0,5.171303941561227,2893.0
1080130125083.0,90.43709424371087,1028.0
1080519638003.0,29.002023551770982,479.0
1080590117251.0,9.084914105320559,1882.0
1080590120451.0,9.156923921493837,2334.0
1080770005001.0,2.249711624501749,950.0
1080310041035.0,40.97607953809946,991.0
1080310050011.0,13.90010592867118,1576.0
1080010090012.0,8.516460514005672,2635.0
1081230013002.0,1.734761398763524,1232.0
1080050867001.0,2.8950984933007153,3322.0
1080050872002.0,22.45636059964608,1380.0
1080050804003.0,73.69744976816074,928.0
1080130613002.0,4.746754121658327,1801.0
1080410051051.0,10.089908358816857,3495.0
1080590103052.0,7.538716202034079,567.0
1080590158001.0,4.171307039752178,1409.0
1080590118052.0,14.388864743783627,1671.0
1080690019023.0,5.1924830983398,1029.0
1080310039013.0,9.029426707450995,1361.0
1080310013014.0,5.807679465425711,1012.0
1080310083911.0,2.160450890347901,3957.0
1081230022082.0,2.8062316744704066,3808.0
1081070005004.0,12.09482115036726,1502.0
1080050068152.0,3.149154287735749,1527.0
1080050821002.0,8.686408166205734,2891.0
1080050869002.0,12.003429678541158,1736.0
1080050803003.0,2.532258345114528,2321.0
1081259631001.0,1.6423355865343197,976.0
1080130124013.0,15.06098889557379,745.0
1080130126031.0,2.195178762609554,2434.0
1080399612081.0,4.608928620744495,1623.0
1080410078001.0,3.428338215073246,3117.0
1080410003013.0,9.995529964304113,1176.0
1081190102011.0,3.3725388419604667,1109.0
1080590098495.0,9.79905763085342,1036.0
1080690016061.0,6.2532621552308045,3076.0
1080310034012.0,1.859843647804156,2011.0
1081230020133.0,11.498705397829958,2091.0
1080050067071.0,16.48430549810973,1491.0
1080559606003.0,4.921244178597576,760.0
1080130133082.0,2.2274372519819297,1919.0
1080130125073.0,4.383553871807191,1097.0
1080410045034.0,1.7155450660432343,6229.0
1080310019021.0,7.185050878986331,818.0
1080310083893.0,1.9130771683813173,6703.0
1080310046021.0,7.170347114889233,2310.0
1080490001001.0,12.00688788357675,1068.0
1080970004021.0,5.75210358537379,2508.0
1080050818003.0,8.474650096074376,1324.0
1080410025013.0,2.2620936105807172,1181.0
1080410041004.0,5.127701639339398,1042.0
1080410065022.0,3.953972231962665,5135.0
1080130125011.0,7.302021118640809,2122.0
1080410037012.0,3.4237507289580895,2653.0
1081010027003.0,6.649147690194058,1125.0
1080679707013.0,1.7070495553327967,2504.0
1080590120231.0,3.6306218175707725,1766.0
1080590114021.0,4.806355419662657,1334.0
1080590159001.0,16.360393535164885,1339.0
1080590105042.0,5.059720746393611,1056.0
1080350140102.0,68.7134758924869,1353.0
1080770017031.0,4.044372243374675,1189.0
1080310068092.0,15.037650260521806,2274.0
1081070008002.0,27.550885173262117,1183.0
1080050859002.0,3.2656251248938175,2127.0
1080050068571.0,5.649055620995581,1135.0
1080050862001.0,4.8155441368380325,2441.0
1080410044012.0,3.605307090547675,3705.0
1081170004022.0,7.430305460190669,791.0
1080310083062.0,5.00452379279659,1815.0
1080010095531.0,2.750885006197683,2525.0
1080010094062.0,4.960142135343162,2693.0
1080050812003.0,10.449872235408847,1176.0
1080130127102.0,3.1046281860497698,1721.0
1080410051112.0,1.4961912250692249,6428.0
1080590119511.0,1.6703603308141162,2559.0
1080350140072.0,10.587315273827583,757.0
1080010093045.0,8.318997337594931,1413.0
1080050822004.0,5.302516452963112,1713.0
1080050071041.0,10.86462040881382,1377.0
1080130125102.0,8.17518158630417,915.0
1080410065011.0,3.064855702595595,2092.0
1080590098291.0,4.112158882651349,1949.0
1080590117113.0,4.678690987908628,1142.0
1080690008021.0,10.912462777698536,1322.0
1080310043034.0,20.09143166417543,851.0
1080310007024.0,16.69707846309892,800.0
1080010085241.0,4.158027321549925,2056.0
1081230020131.0,2.5394796141595313,1052.0
1080559606004.0,2.381752648525254,673.0
1080410057004.0,115.24926653278743,1567.0
1081010023004.0,2.134380203005987,1502.0
1080590104032.0,49.666456485147464,1022.0
1080590117313.0,4.044990790785147,1453.0
1080590114022.0,38.57203310998369,1593.0
1080310018001.0,5.2682011964525906,1927.0
1080310002021.0,37.68165266174946,553.0
1080010078012.0,5.716859786542511,2430.0
1081230020071.0,4.764516656986188,1570.0
1080050067131.0,2.2959764123598267,1629.0
1080410045081.0,13.73217667993182,1284.0
1081010009021.0,9.19997965648894,755.0
1081010030042.0,1.8173690844189299,1470.0
1080590120581.0,4.686899217711977,1596.0
1080590117081.0,5.160115556638121,1139.0
1080770014031.0,16.62728110770278,2153.0
1080310046035.0,3.37863195639942,1107.0
1080310017022.0,3.007756795926142,2487.0
1080310013013.0,2.62835247767685,1423.0
1080310041061.0,2.267679457909877,12959.0
1080310044051.0,4.767553315148703,1569.0
1080490002013.0,11.228378751197223,1951.0
1080050817001.0,2.3506665676162135,2273.0
1080130135052.0,2.303045305255023,1392.0
1080410029003.0,8.698791034000187,1597.0
1080410071011.0,5.45616690124879,9401.0
1080410072021.0,5.791940496684719,2583.0
1080350140084.0,2.607786658011111,3688.0
1080310009025.0,9.565589707759994,1564.0
1080010097521.0,8.34853923154946,1728.0
1080010079002.0,12.315575603987854,564.0
1081059767001.0,9.971505645147722,1286.0
1080050835004.0,10.759211654033345,2632.0
1080130122034.0,6.041628390888088,1415.0
1081010008003.0,10.775929629966361,1190.0
1080590118032.0,12.362622428660147,1772.0
1080350141372.0,10.25351611193456,3804.0
1080010080002.0,2.4851465619496063,1505.0
1080050868002.0,4.594209035418447,2326.0
1080050808002.0,21.539014090239437,769.0
1080050067062.0,31.75637200629287,2406.0
1080710008002.0,2.6538402855256558,604.0
1080410051071.0,1.6485853465571285,9723.0
1080350139051.0,10.928996812210201,1320.0
1080690011092.0,3.4717771983051677,1539.0
1080859662023.0,9.998030472125274,1817.0
1080010085082.0,1.6507925154042185,2913.0
1080050071062.0,3.2308783723003196,3969.0
1080410008002.0,9.824589307848868,707.0
1080410033081.0,9.848002356274813,2550.0
1080590102132.0,9.691679612650477,1268.0
1080590120381.0,3.270787560764458,2287.0
1080350141261.0,17.16538000081969,1961.0
1080690018082.0,23.79502679761465,988.0
1080310010001.0,10.890744198290585,1619.0
1080310155001.0,2.3917032713480992,1117.0
1080310013021.0,1.885787685244113,1700.0
1080140304001.0,6.581603156787031,893.0
1080010082001.0,23.703463442934076,2457.0
1081230007011.0,2.164937239947996,1234.0
1080050830001.0,30.141825517206776,3758.0
1080590099001.0,4.375078901282828,977.0
1080350141342.0,11.47148578141891,3633.0
1080690006001.0,4.723731431603623,1018.0
1080690025022.0,2.1169037671123827,3786.0
1080690026002.0,12.297331625241476,2129.0
1081170002003.0,9.048739296131027,1240.0
1080759663001.0,3.1193874693362447,1199.0
1080010079001.0,5.763824280681396,1854.0
1081230014161.0,2.0277286938108743,2635.0
1080050861003.0,5.351985083330538,1198.0
1080130132123.0,2.3372988224810385,2286.0
1080130126052.0,14.816125083373736,1154.0
1080410045101.0,18.310304925264347,4523.0
1081010017003.0,16.66383942169925,1507.0
1080590102083.0,6.808734879654019,1491.0
1080590120574.0,4.5309749775924,1533.0
1080310044033.0,16.65221796212337,1861.0
1080310038001.0,15.102628648058914,1309.0
1080140314001.0,9.69610669108323,1047.0
1081230008001.0,2.7521306664710505,1359.0
1081230020181.0,18.76327211906768,1794.0
1080050804004.0,11.678830837577385,1098.0
1080050071052.0,2.8972788657162156,2213.0
1080050829002.0,9.832578703406723,2554.0
1080130609002.0,5.05065855998216,2010.0
1080410045022.0,3.0590067413310993,4192.0
1080410063013.0,10.94610009360646,2343.0
1080590098352.0,2.6985177314099262,1782.0
1080839693002.0,18.733307543964642,656.0
1080350140131.0,4.785182818607641,4578.0
1080690010092.0,3.9210360383011156,2044.0
1080770017033.0,6.487451564098657,2059.0
1080310043043.0,36.68549686687514,1806.0
1080310011014.0,4.070906749098403,1050.0
1080310083122.0,4.520359651600383,2955.0
1080310043012.0,6.003443941788375,1246.0
1080310044052.0,7.39675137127509,1228.0
1080140306001.0,11.310468052903586,1181.0
1080010094101.0,4.336400667517864,1725.0
1080050826004.0,42.44836945076048,2165.0
1080130128001.0,34.61704154603043,1065.0
1080410007001.0,5.480066777632465,1170.0
1080410033051.0,3.913650759400932,2867.0
1080679403003.0,7.3318217608118745,1166.0
1080590105032.0,4.6972000951135415,1820.0
1080770010023.0,9.903735140299636,2158.0
1080310041022.0,3.096146999779932,1208.0
1080010093192.0,4.17426961577473,640.0
1081230022062.0,6.44041227691159,2157.0
1080050055521.0,4.592892643144688,1047.0
1080410037081.0,5.316482694718063,2010.0
1080439781002.0,3.477048877348148,1383.0
1080590102124.0,3.479564831673291,1382.0
1080590117321.0,39.34815389753544,1548.0
1080690016011.0,5.080569041069719,631.0
1080930001001.0,10.00129572916585,3152.0
1080310028013.0,3.291415877736132,974.0
1080310051042.0,1.5008609854470938,1780.0
